0	0	0	0	0	0	0	1.01089	0	0	0	0	0	0	0	1.01146	0	0	0	0	0	0	0	1.13362	0	0	0	0	0	0	0	1.13325	0	0	0	0	0	0	0	1.0403	0	0	0	0	0	0	0	0.999998	0	0	0	0	0	0	0	2.05342	0	0	0	0	0	0	0	1.01134	0	0	0	0	0	0	0	1.56801	0	0	0	0	0	0	0	6.61604	0	0	0	0	0	0	-700	1.1323	0	0	0	0	0	0	-699.57	2.1834	0	0	0	0	0	0	0.520666	4.85371	0	0	0	0	0	0	12.4619	1.00172	0	0	0	0	0	0	-107.065	2.48612	0	0	0	0	0	0	1.73132	1	0	0	0	0	0	0	-7.07813	1.03257	0	0	0	0	0	0	5.30799	1.02368	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	-699.727	3.18351	0	0	0	0	0	0	3.99998	0	0	0	0	0	0	0	3.77949	0	0	0	0	0	0	0	5.47842	0	0	0	0	0	0	0	5.74437	0	0	0	0	0	0	0	3.3207	0	0	0	0	0	0	0	1.00001	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-699.708	5.04	0	0	0	2.8	0	0	4.69413	0	0	0	0	0	0	0	11.2893	0	0	0	0	0	0	0	7.62618	0	0	0	0	0	0	0	3.75917	0	0	0	0	0	0	0	7.71857	0	0	0	0	0	0	0	1.0017	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	-700	8.07737	0	0	0	0.7	0	0	-698.989	8.8867	0	0	0	0	0	0	10.7398	0	0	0	0	0	0	0	-699.081	6.9398	0	0	0	0	0	0	3.16331	0	0	0	0	0	0	0	4.0513	0	0	0	0	0	0	0	3.09158	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46	0	0	-699.307	6.13329	0	0	0	4.9	0	0	6.23077	0	0	0	0	0	0	0	9.4909	0	0	0	0	0	0	0	-698.567	7.95617	0	0	0	0	0	0	8.87045	0	0	0	0	0	0	0	8.06853	0	0	0	0	0	0	0	3.65724	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.225	0	0	-699.79	4.5526	0	0	0	6.4225	0	0	-699.402	8.67273	0	0	0	7.049	0	0	6.96001	0	0	0	0	0	0	0	6.36486	0	0	0	0	0	0	0	6.57057	0	0	0	0	0	0	0	5.55633	0	0	0	0	0	0	0	5.95873	0	0	0	0	0	0	0	3.47828	0	0	0	0	0	0	0	1	0	
0	0	0	-700	0	0	0	-341.6	0	0	0	0	0	0	-909.561	-858.837	0	0	0	0	0	0	-988.582	-981.591	0	0	0	0	0	0	-997.832	-998.745	0	0	0	-700	0	0	-997.57	-803.7	0	0	0	0	0	0	-924.635	-949.741	0	0	0	0	0	0	-991.768	-997.153	0	0	0	0	0	0	-973.584	-723.566	0	0	0	0	0	0	-700	5.29818	0	0	0	0	0	0	-143.319	4.02466	0	0	0	1.75	0	0	-698.803	4.7957	0	0	0	4.9	0	0	8.70641	0	0	0	0	0	0	0	7.9983	0	0	0	0	0	0	0	6.91638	0	0	0	0	0	0	0	7.93673	0	0	0	0	0	0	0	6.55828	0	0	0	0	0	0	0	4.34622	0	0	0	0	0	0	0	1	0	
0	0	0	-910	0	0	0	-699.79	0	0	0	-846.58	0	0	-289.819	-970.006	0	0	0	0	0	0	-963.443	-975.181	0	0	0	0	0	0	-840.619	-734.132	0	0	0	0	0	0	-930.745	-916.649	0	0	0	0	0	0	-795.85	-920.626	0	0	0	-698.95	0	0	-982.14	-973.078	0	0	0	4.13	0	0	-12.3707	-697.925	0	0	0	5.1254	0	0	-422.312	4.22925	0	0	0	5.67	0	0	-648.317	4.89282	0	0	0	7.392	0	0	-698.525	7.8419	0	0	0	0	0	0	-698.8	7.82246	0	0	0	0	0	0	7.6618	0	0	0	0	0	0	0	7.29431	0	0	0	0	0	0	0	7.99944	0	0	0	0	0	0	0	6.77494	0	0	0	0	0	0	0	3.56139	0	0	0	0	0	0	0	1	0	
0	0	0	-629.3	0	0	0	-886.619	0	0	0	1.4	0	0	-716.598	-218.073	0	0	0	0	0	0	-519.591	-648.541	0	0	0	0	0	0	-55.6372	-841.1	0	0	0	0	0	0	-284.091	-784.013	0	0	0	0	0	0	-738.564	-170.518	0	0	0	0	0	0	-460.958	5.70682	0	0	0	3.5	0	0	-108.161	5.00017	0	0	0	2.8	0	0	-13.3007	4.97546	0	0	0	4.60327	0	0	5.69073	0	0	0	0	2.1	0	0	-698.283	8.52999	0	0	0	4.9	0	0	8.52248	0	0	0	0	0	0	0	9.49	0	0	0	0	0	0	0	7.93951	0	0	0	0	0	0	0	7.67752	0	0	0	0	0	0	0	4.55957	0	0	0	0	0	0	0	1.8547	0	0	0	0	0	0	0	1	0	
0	0	0	0.7	0	0	0	-192.305	0	0	0	0	0	0	-474.784	-265.251	0	0	0	0	0	0	-330.1	-582.862	0	0	0	0.7	0	0	-317.444	-618.133	0	0	0	0	0	0	-339.848	4.18308	0	0	0	0	0	0	5.30027	-237.09	0	0	0	0.91	0	0	-68.9289	5.15228	0	0	0	3.5	0	0	-437.329	4.9955	0	0	0	2.1	0	0	-342.533	5.58349	0	0	0	2.8	0	0	-477.3	6.99184	0	0	0	6.16	0	0	-63.3054	7.90636	0	0	0	5.46	0	0	-698.855	8.86812	0	0	0	0	0	0	8.51	0	0	0	0	0	0	0	5.46976	0	0	0	0	0	0	0	6.24792	0	0	0	0	0	0	0	5.80688	0	0	0	0	0	0	0	2.95247	0	0	0	0	0	0	0	1.20136	0	
